Nome Cliente;Marca;Modelo;Método Pagamento;Bairro;Entrada;Saída
Enzo Santana;Honda;Civic;Dinheiro;Leblon;2024-11-05 03:35:34;2024-11-05 12:35:34
Nadia Freitas;Volkswagen;Polo;Dinheiro;Méier;2023-05-19 16:34:10;2023-05-19 21:34:10
Melissa Ferraz;Hyundai;HB20;Dinheiro;Ipanema;2023-11-03 12:19:39;2023-11-03 15:19:39
Nicole Rodrigues;Hyundai;Creta;Cartão;Glória;2023-03-11 17:29:12;2023-03-11 22:29:12
Caio Teixeira;Hyundai;HB20;Cartão;Botafogo;2024-12-13 12:00:14;2024-12-13 14:00:14
Pietro Lopes;Fiat;Argo;Dinheiro;Recreio dos Bandeirantes;2023-01-24 09:53:41;2023-01-24 20:53:41
César Ferreira;Toyota;Corolla;App;Vila Isabel;2024-02-24 02:55:47;2024-02-24 10:55:47
Enzo Freitas;Hyundai;Creta;App;Glória;2024-11-20 11:45:43;2024-11-20 21:45:43
Vicente Machado;Renault;Duster;App;Méier;2024-01-14 10:02:27;2024-01-14 13:02:27
Ana Castro;Ford;Fiesta;Dinheiro;Santa Teresa;2023-05-07 11:26:17;2023-05-07 19:26:17
Rafaela Oliveira;Fiat;Argo;App;Copacabana;2024-12-29 05:19:58;2024-12-29 15:19:58
Marcos Ferreira;Chevrolet;Onix;Cartão;Tijuca;2023-12-17 11:24:37;2023-12-17 14:24:37
Adriana Nogueira;Volkswagen;Polo;Cartão;Jardim Botânico;2023-09-16 02:29:29;2023-09-16 06:29:29
Enzo Medeiros;Ford;Fiesta;Cartão;Recreio dos Bandeirantes;2023-05-10 10:48:22;2023-05-10 13:48:22
Rodrigo Neves;Honda;Civic;App;Madureira;2023-09-27 16:50:09;2023-09-27 18:50:09
Andressa Miranda;Honda;Civic;App;Urca;2023-06-14 20:10:20;2023-06-15 13:10:20
Laura Batista;Toyota;Yaris;App;Copacabana;2023-02-16 10:32:29;2023-02-17 04:32:29
Juliano Pereira;Toyota;Yaris;App;Leblon;2023-02-18 19:08:52;2023-02-19 03:08:52
Natália Machado;Volkswagen;Gol;Dinheiro;Campo Grande;2024-02-17 13:58:02;2024-02-17 21:58:02
Pedro Carvalho;Honda;Civic;App;Ipanema;2024-02-07 13:35:18;2024-02-07 16:35:18
Thiago Moura;Toyota;Corolla;App;Lapa;2024-05-23 01:05:52;2024-05-23 10:05:52
Márcia Rodrigues;Hyundai;Creta;Dinheiro;Ipanema;2024-01-10 04:06:52;2024-01-10 11:06:52
Vitor Castro;Nissan;March;App;Santa Cruz;2024-12-04 11:26:14;2024-12-04 12:26:14
Enzo Ribeiro;Chevrolet;Onix;Cartão;Glória;2024-05-21 08:46:47;2024-05-21 19:46:47
Daniel Santos;Chevrolet;Cruze;Dinheiro;Taquara;2023-02-03 18:32:17;2023-02-04 01:32:17
Thiago Oliveira;Nissan;March;Cartão;Copacabana;2024-12-14 17:03:08;2024-12-15 16:03:08
Daniela Moreira;Ford;Ka;Cartão;Santa Teresa;2023-12-08 13:22:20;2023-12-08 14:22:20
Samuel Moraes;Chevrolet;Onix;Cartão;Botafogo;2024-04-23 22:39:19;2024-04-24 00:39:19
Marcelo Cardoso;Toyota;Corolla;Cartão;Santa Cruz;2023-10-03 07:12:00;2023-10-03 09:12:00
Henrique Campos;Chevrolet;Onix;App;Sulacap;2023-12-09 10:33:10;2023-12-09 22:33:10
Ricardo Castro;Honda;Civic;Dinheiro;Laranjeiras;2024-07-08 07:09:26;2024-07-08 22:09:26
Emily Araujo;Honda;Fit;Cartão;Madureira;2023-01-15 05:10:35;2023-01-16 03:10:35
Rodrigo Machado;Ford;Ka;App;Tijuca;2024-08-09 08:18:09;2024-08-10 05:18:09
Erick Lopes;Hyundai;Creta;App;Sulacap;2023-11-13 04:26:43;2023-11-13 19:26:43
Mateus Mendes;Fiat;Uno;App;Botafogo;2024-01-05 19:12:15;2024-01-06 14:12:15
Isadora Moraes;Chevrolet;Cruze;Cartão;Taquara;2024-07-06 14:23:58;2024-07-06 16:23:58
Elisa Pereira;Nissan;March;Cartão;Jardim Botânico;2024-02-03 01:16:15;2024-02-03 07:16:15
Rosana Reis;Hyundai;HB20;Dinheiro;Recreio dos Bandeirantes;2023-09-03 03:39:03;2023-09-03 07:39:03
Sophia Barros;Fiat;Argo;Dinheiro;Ipanema;2023-04-25 04:10:57;2023-04-25 14:10:57
Fernanda Neves;Renault;Duster;Cartão;Ipanema;2024-09-09 20:39:10;2024-09-09 22:39:10
Túlio Pinto;Volkswagen;Gol;Dinheiro;Santa Cruz;2024-09-23 11:14:29;2024-09-23 12:14:29
Marcela Oliveira;Renault;Sandero;Dinheiro;Santa Cruz;2023-10-17 05:28:55;2023-10-17 06:28:55
Caio Duarte;Volkswagen;Polo;Cartão;Taquara;2023-05-31 15:02:32;2023-06-01 12:02:32
Joaquim Costa;Honda;Fit;App;Campo Grande;2023-11-14 09:09:45;2023-11-14 13:09:45
Roberto Moraes;Volkswagen;Gol;App;Ipanema;2024-08-02 09:59:07;2024-08-03 00:59:07
Cássio Melo;Nissan;Kicks;Dinheiro;Lapa;2023-10-09 10:30:46;2023-10-09 19:30:46
Luís Pereira;Hyundai;HB20;Cartão;Botafogo;2024-12-09 11:14:32;2024-12-09 23:14:32
Karina Ribeiro;Chevrolet;Onix;App;Méier;2024-11-26 21:39:28;2024-11-26 23:39:28
Joaquim Teixeira;Nissan;March;Cartão;Ipanema;2024-04-07 19:00:00;2024-04-08 04:00:00
Marcos Teixeira;Renault;Sandero;Dinheiro;Leblon;2023-10-04 02:18:29;2023-10-04 05:18:29
Karina Batista;Volkswagen;Polo;Dinheiro;Centro;2024-06-15 20:00:43;2024-06-16 11:00:43
Stefany Gomes;Jeep;Compass;App;Catete;2024-10-24 18:19:23;2024-10-24 21:19:23
Carolina Araujo;Hyundai;HB20;Dinheiro;Leblon;2023-07-04 09:25:46;2023-07-04 19:25:46
Fernanda Lopes;Hyundai;Creta;Cartão;Glória;2023-07-30 18:09:05;2023-07-30 19:09:05
Lorena Rodrigues;Jeep;Renegade;Cartão;Recreio dos Bandeirantes;2024-05-21 15:49:02;2024-05-22 00:49:02
Luís Moura;Ford;Ka;App;Ipanema;2024-11-05 23:22:51;2024-11-06 03:22:51
Antônio Lopes;Chevrolet;Onix;Dinheiro;Barra da Tijuca;2023-03-07 15:35:42;2023-03-08 04:35:42
Miguel Garcia;Jeep;Compass;Cartão;Leblon;2023-05-30 20:03:14;2023-05-31 06:03:14
Giovana Alves;Hyundai;Creta;Dinheiro;Jardim Botânico;2024-05-10 20:06:30;2024-05-10 23:06:30
Letícia Dias;Honda;Fit;App;Barra da Tijuca;2024-08-29 08:49:56;2024-08-29 18:49:56
Ana Freitas;Volkswagen;Gol;Dinheiro;Tijuca;2024-02-16 21:37:49;2024-02-17 09:37:49
Isadora Freitas;Volkswagen;Gol;App;Urca;2023-08-11 02:49:31;2023-08-11 03:49:31
Julio Ribeiro;Ford;Ka;Cartão;Barra da Tijuca;2023-05-26 06:55:58;2023-05-26 15:55:58
Alberto Costa;Ford;Ka;App;Barra da Tijuca;2023-06-22 12:43:53;2023-06-22 23:43:53
Amanda Santana;Jeep;Renegade;Cartão;Urca;2023-06-09 00:39:46;2023-06-09 10:39:46
Marcelo Duarte;Hyundai;Creta;Cartão;Vila Isabel;2023-08-03 12:44:39;2023-08-03 13:44:39
Rebeca Silva;Fiat;Argo;Cartão;Glória;2024-06-09 01:17:15;2024-06-09 20:17:15
Michelle Fernandes;Fiat;Uno;Cartão;Lapa;2024-05-15 02:04:30;2024-05-15 05:04:30
Raquel Barros;Jeep;Compass;Cartão;Campo Grande;2024-09-07 14:39:55;2024-09-07 15:39:55
Fernando Araujo;Chevrolet;Onix;Cartão;Lapa;2024-10-30 08:01:31;2024-10-30 17:01:31
Sofia Campos;Fiat;Uno;Dinheiro;Madureira;2024-02-07 01:19:23;2024-02-07 12:19:23
Carolina Dias;Honda;Fit;Dinheiro;Madureira;2023-03-21 06:10:58;2023-03-21 15:10:58
Guilherme Souza;Nissan;Kicks;Cartão;Laranjeiras;2024-03-28 17:19:00;2024-03-29 05:19:00
Stella Campos;Nissan;Kicks;Dinheiro;Laranjeiras;2023-12-05 00:55:39;2023-12-05 10:55:39
Cássio Batista;Toyota;Corolla;App;Campo Grande;2024-06-03 14:42:32;2024-06-03 18:42:32
Marcelo Gomes;Volkswagen;Polo;Dinheiro;Sulacap;2023-12-19 21:53:42;2023-12-20 05:53:42
Matheus Nogueira;Hyundai;HB20;Cartão;Santa Teresa;2024-07-05 21:40:13;2024-07-06 04:40:13
Simone Barros;Volkswagen;Polo;Dinheiro;Lapa;2024-05-23 20:04:16;2024-05-24 06:04:16
Carolina Monteiro;Toyota;Yaris;Dinheiro;Botafogo;2023-02-18 10:47:11;2023-02-19 00:47:11
Nadia Monteiro;Jeep;Compass;Dinheiro;Madureira;2024-05-10 08:28:51;2024-05-10 11:28:51
José Rocha;Ford;Fiesta;App;Glória;2023-03-08 13:21:50;2023-03-09 02:21:50
Michelle Fernandes;Volkswagen;Polo;Cartão;Centro;2023-12-26 17:06:44;2023-12-27 04:06:44
Francisco Melo;Nissan;Kicks;App;Madureira;2023-05-11 20:44:04;2023-05-11 21:44:04
Amanda Monteiro;Honda;Fit;Dinheiro;Copacabana;2024-05-19 03:38:59;2024-05-19 11:38:59
Samuel Ferreira;Toyota;Yaris;Dinheiro;Urca;2024-01-15 04:22:18;2024-01-15 13:22:18
Ricardo Pereira;Jeep;Compass;Dinheiro;Leblon;2024-12-08 16:54:51;2024-12-09 06:54:51
Cristiane Souza;Volkswagen;Polo;App;Glória;2023-02-24 11:30:18;2023-02-25 11:30:18
Alexandre Pinto;Volkswagen;Gol;Dinheiro;Botafogo;2023-09-06 15:48:51;2023-09-07 00:48:51
Enzo Costa;Ford;Fiesta;Cartão;Urca;2023-05-16 07:04:56;2023-05-16 15:04:56
Daniela Cardoso;Chevrolet;Cruze;Dinheiro;Vila Isabel;2024-07-18 11:10:08;2024-07-18 13:10:08
Claudio Moura;Fiat;Argo;Dinheiro;Bangu;2024-05-18 05:06:54;2024-05-18 07:06:54
Juliano Campos;Volkswagen;Gol;Dinheiro;Taquara;2024-10-21 17:50:50;2024-10-21 20:50:50
Mirella Rocha;Nissan;Kicks;App;Gávea;2024-12-20 20:40:04;2024-12-21 01:40:04
Lorena Melo;Jeep;Renegade;Dinheiro;Barra da Tijuca;2024-03-21 03:36:40;2024-03-21 10:36:40
Roberto Castro;Ford;Fiesta;Dinheiro;Vila Isabel;2023-09-30 12:25:12;2023-09-30 23:25:12
Emily Ferreira;Chevrolet;Cruze;Dinheiro;Vila Isabel;2024-03-18 06:52:10;2024-03-19 03:52:10
Flávia Barros;Honda;Civic;App;Vila Isabel;2023-04-04 17:54:53;2023-04-04 21:54:53
Daniel Oliveira;Chevrolet;Onix;App;Glória;2024-03-15 15:42:14;2024-03-16 02:42:14
Renan Moreira;Jeep;Compass;Cartão;Centro;2023-10-08 19:20:42;2023-10-08 22:20:42
Leandro Marques;Toyota;Yaris;Dinheiro;Laranjeiras;2024-02-22 20:57:57;2024-02-23 12:57:57
Paulo Mendes;Jeep;Renegade;Dinheiro;Madureira;2023-04-09 06:30:08;2023-04-09 09:30:08
Samuel Medeiros;Toyota;Yaris;Dinheiro;Ipanema;2023-01-02 00:21:40;2023-01-02 15:21:40
Erick Neves;Chevrolet;Cruze;App;Lapa;2023-05-28 21:36:39;2023-05-29 00:36:39
Renato Freitas;Toyota;Corolla;App;Madureira;2023-01-22 07:29:13;2023-01-22 16:29:13
Sofia Monteiro;Hyundai;HB20;Cartão;Copacabana;2024-03-15 18:34:59;2024-03-15 19:34:59
Arthur Castro;Hyundai;Creta;Dinheiro;Méier;2023-01-14 21:16:12;2023-01-15 07:16:12
Rodrigo Araujo;Renault;Sandero;Dinheiro;Campo Grande;2023-11-08 06:33:12;2023-11-08 10:33:12
Isabela Duarte;Nissan;March;Dinheiro;Copacabana;2024-08-14 08:54:17;2024-08-14 11:54:17
Tatiana Moreira;Ford;Ka;App;Centro;2023-01-20 09:19:59;2023-01-20 12:19:59
Vicente Borges;Fiat;Uno;App;Centro;2023-02-01 15:04:50;2023-02-01 17:04:50
Stefany Ferreira;Chevrolet;Cruze;App;Campo Grande;2024-04-15 02:36:34;2024-04-15 05:36:34
Camila Mendes;Nissan;March;App;Copacabana;2023-05-02 02:20:38;2023-05-02 18:20:38
Felipe Rodrigues;Toyota;Yaris;App;Leblon;2023-04-27 11:57:52;2023-04-27 13:57:52
Erick Campos;Fiat;Uno;App;Sulacap;2024-05-06 04:02:44;2024-05-06 05:02:44
Larissa Gonçalves;Fiat;Argo;Cartão;Campo Grande;2024-02-03 16:25:35;2024-02-03 19:25:35
Claudio Rocha;Jeep;Renegade;Cartão;Gávea;2023-04-12 04:14:13;2023-04-12 16:14:13
Roberto Miranda;Hyundai;Creta;Cartão;Méier;2023-09-29 00:35:01;2023-09-29 11:35:01
Igor Lopes;Renault;Sandero;Cartão;Lapa;2023-04-01 04:48:12;2023-04-01 07:48:12
Rebeca Campos;Jeep;Compass;App;Catete;2023-07-15 11:53:58;2023-07-15 12:53:58
Fernanda Campos;Chevrolet;Onix;App;Ipanema;2024-05-11 05:55:31;2024-05-11 16:55:31
André Marques;Fiat;Uno;App;Bangu;2023-12-15 17:57:27;2023-12-16 05:57:27
Estela Silva;Renault;Duster;Dinheiro;Gávea;2023-08-02 20:23:05;2023-08-03 01:23:05
Raquel Pinto;Fiat;Argo;Dinheiro;Santa Cruz;2024-10-08 13:26:29;2024-10-08 16:26:29
Vitor Santos;Honda;Fit;Cartão;Centro;2024-10-27 09:49:38;2024-10-27 19:49:38
Pietro Lopes;Nissan;March;App;Lapa;2023-12-08 20:44:43;2023-12-09 02:44:43
Melissa Teixeira;Renault;Duster;App;Sulacap;2023-10-23 17:24:37;2023-10-24 00:24:37
Thiago Reis;Volkswagen;Polo;Dinheiro;Jardim Botânico;2023-06-13 10:57:42;2023-06-13 13:57:42
Isadora Nogueira;Renault;Sandero;Dinheiro;Santa Teresa;2023-06-25 01:42:33;2023-06-25 11:42:33
Hugo Santos;Volkswagen;Polo;Dinheiro;Urca;2024-06-28 04:29:30;2024-06-28 05:29:30
Beatriz Lima;Hyundai;HB20;Cartão;Madureira;2024-05-03 10:27:18;2024-05-03 12:27:18
Natália Marques;Volkswagen;Gol;Dinheiro;Glória;2023-03-20 10:38:15;2023-03-20 17:38:15
Elisa Barbosa;Toyota;Corolla;Cartão;Recreio dos Bandeirantes;2023-01-06 12:33:14;2023-01-06 22:33:14
Diego Castro;Nissan;Kicks;App;Botafogo;2023-08-25 02:55:12;2023-08-25 07:55:12
Nicolas Fernandes;Volkswagen;Polo;App;Bangu;2024-08-31 16:06:27;2024-09-01 03:06:27
Mário Oliveira;Jeep;Compass;App;Bangu;2024-03-11 22:43:46;2024-03-12 00:43:46
Pedro Nogueira;Chevrolet;Cruze;App;Gávea;2023-03-04 21:27:12;2023-03-05 16:27:12
Miguel Gonçalves;Renault;Duster;Dinheiro;Santa Cruz;2024-08-26 14:44:15;2024-08-26 18:44:15
Felipe Freitas;Hyundai;HB20;App;Catete;2023-11-26 14:36:31;2023-11-26 17:36:31
Fernando Alves;Volkswagen;Polo;Dinheiro;Bangu;2023-02-07 02:21:29;2023-02-07 04:21:29
Sarah Santana;Honda;Civic;Dinheiro;Bangu;2024-01-22 13:26:01;2024-01-22 16:26:01
Stefany Moreira;Fiat;Uno;Dinheiro;Santa Cruz;2024-08-30 14:34:18;2024-08-31 02:34:18
Eliana Neves;Nissan;Kicks;Cartão;Lapa;2024-05-04 16:49:32;2024-05-05 01:49:32
Isadora Martins;Honda;Civic;Dinheiro;Lapa;2024-04-04 13:19:39;2024-04-04 19:19:39
Fernando Batista;Nissan;Kicks;Cartão;Santa Teresa;2024-09-12 05:31:52;2024-09-12 06:31:52
Nina Nogueira;Chevrolet;Cruze;App;Bangu;2023-01-11 04:59:01;2023-01-11 14:59:01
Simone Reis;Honda;Civic;Cartão;Santa Teresa;2023-02-25 18:53:46;2023-02-25 19:53:46
Bianca Teixeira;Volkswagen;Gol;App;Recreio dos Bandeirantes;2024-01-01 10:44:37;2024-01-01 16:44:37
Leandro Marques;Ford;Ka;App;Jardim Botânico;2023-11-08 10:39:38;2023-11-09 07:39:38
Erick Pereira;Toyota;Yaris;Cartão;Glória;2023-09-27 02:39:52;2023-09-27 05:39:52
Guilherme Lopes;Fiat;Uno;App;Botafogo;2024-12-29 12:09:15;2024-12-30 00:09:15
Simone Batista;Ford;Fiesta;App;Gávea;2023-08-31 12:09:22;2023-09-01 00:09:22
Caio Rodrigues;Ford;Fiesta;Cartão;Gávea;2024-07-06 03:47:39;2024-07-06 18:47:39
Daniel Nogueira;Fiat;Uno;App;Méier;2024-10-12 04:19:50;2024-10-12 06:19:50
Elisa Gonçalves;Renault;Sandero;App;Taquara;2023-08-12 15:21:02;2023-08-12 18:21:02
Paulo Cardoso;Renault;Duster;Cartão;Glória;2023-06-13 11:43:38;2023-06-13 20:43:38
Pietro Borges;Fiat;Argo;App;Leblon;2024-10-03 14:14:17;2024-10-03 21:14:17
Erick Mendes;Volkswagen;Polo;Cartão;Méier;2023-09-01 14:06:09;2023-09-01 17:06:09
Bruno Teixeira;Nissan;Kicks;App;Barra da Tijuca;2023-02-22 08:57:00;2023-02-22 19:57:00
Renato Lima;Volkswagen;Polo;Cartão;Barra da Tijuca;2023-03-12 14:19:10;2023-03-13 13:19:10
Laura Moraes;Renault;Sandero;App;Glória;2024-11-17 18:18:16;2024-11-18 14:18:16
Thais Gonçalves;Ford;Ka;Cartão;Centro;2024-05-03 17:26:04;2024-05-03 23:26:04
Gisele Oliveira;Toyota;Corolla;Cartão;Centro;2023-08-09 10:46:10;2023-08-09 12:46:10
Luís Monteiro;Nissan;Kicks;Dinheiro;Lapa;2023-11-16 06:01:08;2023-11-17 04:01:08
Eliana Carvalho;Jeep;Renegade;Cartão;Sulacap;2024-06-08 19:56:04;2024-06-09 06:56:04
Célia Gomes;Fiat;Uno;Dinheiro;Méier;2024-04-13 19:47:28;2024-04-13 21:47:28
Sofia Lopes;Renault;Sandero;Cartão;Copacabana;2024-07-09 01:49:32;2024-07-09 05:49:32
José Mendes;Ford;Ka;Dinheiro;Santa Cruz;2023-09-26 02:33:14;2023-09-26 04:33:14
Luís Barros;Jeep;Compass;App;Glória;2023-01-28 10:02:33;2023-01-29 10:02:33
Thais Carvalho;Honda;Civic;Cartão;Catete;2024-04-27 20:17:21;2024-04-28 00:17:21
Leonardo Neves;Hyundai;HB20;Dinheiro;Madureira;2023-06-29 02:29:58;2023-06-29 14:29:58
Paula Santos;Nissan;Kicks;Dinheiro;Taquara;2024-03-24 12:58:18;2024-03-24 19:58:18
Clarice Castro;Chevrolet;Cruze;App;Recreio dos Bandeirantes;2023-10-14 10:52:41;2023-10-14 21:52:41
Julia Moreira;Toyota;Yaris;Cartão;Barra da Tijuca;2023-09-19 22:58:37;2023-09-20 08:58:37
Murilo Neves;Toyota;Yaris;Dinheiro;Centro;2023-01-06 18:27:12;2023-01-07 11:27:12
Rodrigo Araujo;Toyota;Yaris;Cartão;Leblon;2023-06-15 02:00:29;2023-06-15 21:00:29
Thais Pereira;Nissan;March;App;Lapa;2024-04-29 10:05:16;2024-04-29 22:05:16
Márcia Oliveira;Ford;Fiesta;Cartão;Ipanema;2024-09-04 16:17:52;2024-09-04 17:17:52
Caio Ribeiro;Renault;Duster;Cartão;Santa Teresa;2024-11-30 21:30:15;2024-12-01 09:30:15
Natália Medeiros;Nissan;Kicks;Cartão;Taquara;2023-08-18 12:12:23;2023-08-18 19:12:23
Rebeca Lima;Renault;Duster;Dinheiro;Campo Grande;2024-12-04 14:26:25;2024-12-04 15:26:25
Andressa Araujo;Nissan;Kicks;Dinheiro;Urca;2023-02-13 03:59:43;2023-02-13 10:59:43
Davi Martins;Nissan;Kicks;Cartão;Vila Isabel;2024-09-07 21:37:52;2024-09-08 14:37:52
Lorena Gomes;Ford;Fiesta;Cartão;Taquara;2023-12-14 03:40:44;2023-12-14 13:40:44
Elias Fernandes;Toyota;Yaris;App;Vila Isabel;2023-04-01 03:52:38;2023-04-01 09:52:38
Matheus Medeiros;Volkswagen;Polo;Dinheiro;Urca;2023-11-07 16:49:37;2023-11-07 19:49:37
Mirella Machado;Jeep;Renegade;App;Centro;2023-08-13 10:38:24;2023-08-13 13:38:24
André Neves;Nissan;March;Dinheiro;Santa Teresa;2024-11-15 13:23:04;2024-11-16 03:23:04
Pietro Moraes;Renault;Duster;App;Barra da Tijuca;2023-03-13 12:16:01;2023-03-13 23:16:01
Julio Fernandes;Ford;Ka;App;Ipanema;2023-11-14 03:57:54;2023-11-14 19:57:54
Daniel Castro;Hyundai;Creta;Dinheiro;Santa Teresa;2024-03-11 11:07:32;2024-03-11 20:07:32
Ana Garcia;Chevrolet;Onix;App;Laranjeiras;2023-06-20 08:37:01;2023-06-20 10:37:01
Lucas Fonseca;Volkswagen;Gol;Cartão;Campo Grande;2024-12-03 21:15:12;2024-12-04 00:15:12
Igor Souza;Nissan;March;App;Botafogo;2024-02-11 09:32:33;2024-02-12 04:32:33
Mariana Castro;Honda;Fit;App;Gávea;2024-03-31 05:22:33;2024-03-31 21:22:33
Nadia Miranda;Hyundai;Creta;Dinheiro;Tijuca;2023-03-07 08:18:44;2023-03-07 11:18:44
Renato Batista;Renault;Sandero;Cartão;Madureira;2023-01-14 01:42:39;2023-01-14 02:42:39
Claudio Santos;Ford;Ka;Dinheiro;Gávea;2024-04-05 18:06:53;2024-04-05 22:06:53
Emily Lima;Nissan;Kicks;App;Urca;2023-04-03 06:17:07;2023-04-03 23:17:07
Pietro Nogueira;Renault;Sandero;Dinheiro;Copacabana;2023-05-14 23:07:16;2023-05-15 21:07:16
Joaquim Mendes;Ford;Ka;Dinheiro;Botafogo;2023-02-14 18:40:33;2023-02-15 09:40:33
Manoel Teixeira;Ford;Ka;Dinheiro;Santa Teresa;2023-06-26 04:23:00;2023-06-26 22:23:00
Adriana Reis;Renault;Duster;Dinheiro;Copacabana;2023-07-28 09:23:37;2023-07-28 21:23:37
Marcela Miranda;Ford;Fiesta;Dinheiro;Gávea;2024-05-26 01:11:11;2024-05-27 00:11:11
Mirella Miranda;Chevrolet;Onix;Dinheiro;Glória;2024-07-02 10:42:10;2024-07-02 17:42:10
Stella Neves;Renault;Sandero;Dinheiro;Méier;2024-01-30 05:12:46;2024-01-30 09:12:46
César Gomes;Volkswagen;Gol;App;Méier;2023-02-20 16:26:18;2023-02-20 19:26:18
Rose Mendes;Volkswagen;Gol;Dinheiro;Campo Grande;2023-05-27 13:32:17;2023-05-27 22:32:17
André Santos;Chevrolet;Onix;App;Ipanema;2024-08-10 08:49:35;2024-08-10 15:49:35
Julio Gonçalves;Hyundai;HB20;App;Méier;2023-02-27 10:50:08;2023-02-27 17:50:08
Claudio Fernandes;Hyundai;Creta;Dinheiro;Vila Isabel;2024-08-02 18:19:32;2024-08-03 08:19:32
Amanda Miranda;Jeep;Renegade;Dinheiro;Lapa;2024-12-18 03:10:17;2024-12-18 10:10:17
Karen Melo;Hyundai;Creta;Cartão;Madureira;2024-06-14 11:30:15;2024-06-14 16:30:15
Mário Ferraz;Chevrolet;Cruze;Cartão;Botafogo;2024-05-05 23:54:53;2024-05-06 07:54:53
Guilherme Teixeira;Ford;Ka;Cartão;Santa Cruz;2023-10-10 08:42:44;2023-10-10 15:42:44
Paulo Almeida;Jeep;Compass;Dinheiro;Méier;2023-05-07 20:35:48;2023-05-08 06:35:48
Pedro Pinto;Chevrolet;Onix;App;Bangu;2023-12-11 23:56:06;2023-12-12 05:56:06
Alexandre Borges;Ford;Fiesta;Cartão;Madureira;2023-07-02 13:08:06;2023-07-02 15:08:06
Erick Neves;Fiat;Uno;Dinheiro;Sulacap;2024-10-10 07:30:54;2024-10-10 10:30:54
Luísa Duarte;Hyundai;Creta;Dinheiro;Santa Cruz;2023-10-01 22:37:48;2023-10-02 15:37:48
Célia Rocha;Honda;Civic;App;Glória;2023-11-24 05:18:11;2023-11-24 18:18:11
Rafael Pinto;Toyota;Yaris;App;Gávea;2024-04-13 11:34:46;2024-04-14 06:34:46
Daniel Souza;Jeep;Compass;App;Ipanema;2024-01-31 08:06:31;2024-01-31 20:06:31
Rosana Neves;Renault;Sandero;Dinheiro;Tijuca;2023-08-27 18:47:29;2023-08-28 09:47:29
Eduardo Castro;Nissan;Kicks;App;Glória;2024-12-25 03:07:18;2024-12-25 23:07:18
Daniela Ferreira;Nissan;Kicks;Dinheiro;Gávea;2023-02-04 00:11:16;2023-02-04 16:11:16
Murilo Rocha;Hyundai;HB20;Cartão;Campo Grande;2024-10-20 10:44:29;2024-10-20 20:44:29
Andressa Costa;Honda;Civic;Cartão;Lapa;2023-08-12 21:11:26;2023-08-13 02:11:26
Stefany Barros;Jeep;Renegade;App;Campo Grande;2023-03-10 22:15:03;2023-03-11 00:15:03
Igor Araujo;Fiat;Uno;App;Laranjeiras;2024-02-26 03:51:53;2024-02-26 05:51:53
Francisco Miranda;Ford;Fiesta;Dinheiro;Campo Grande;2023-03-17 09:09:56;2023-03-17 13:09:56
Letícia Freitas;Volkswagen;Polo;Cartão;Jardim Botânico;2024-10-13 19:11:46;2024-10-14 07:11:46
Daniela Ribeiro;Honda;Civic;Dinheiro;Ipanema;2024-04-15 02:23:27;2024-04-15 09:23:27
Clarice Dias;Nissan;Kicks;Cartão;Recreio dos Bandeirantes;2024-08-10 15:04:40;2024-08-11 00:04:40
Fabrício Barros;Honda;Fit;Cartão;Sulacap;2023-02-02 21:59:29;2023-02-03 09:59:29
Emerson Reis;Hyundai;HB20;App;Recreio dos Bandeirantes;2023-10-31 10:03:56;2023-10-31 19:03:56
Gabriela Araujo;Renault;Sandero;Dinheiro;Santa Cruz;2023-02-09 15:33:21;2023-02-10 03:33:21
Julia Dias;Toyota;Yaris;Cartão;Bangu;2024-12-29 13:05:17;2024-12-30 11:05:17
Mateus Moraes;Jeep;Compass;Dinheiro;Urca;2024-08-25 12:05:21;2024-08-26 08:05:21
Samuel Moreira;Volkswagen;Polo;App;Taquara;2024-02-23 23:52:15;2024-02-24 14:52:15
Juliana Costa;Ford;Fiesta;App;Laranjeiras;2023-09-06 11:15:48;2023-09-06 18:15:48
Luciana Monteiro;Volkswagen;Gol;Cartão;Centro;2023-02-11 09:53:13;2023-02-11 14:53:13
Roberto Mendes;Jeep;Renegade;Dinheiro;Laranjeiras;2024-02-22 06:12:04;2024-02-22 07:12:04
Caio Borges;Chevrolet;Onix;Dinheiro;Barra da Tijuca;2024-05-25 14:35:59;2024-05-26 02:35:59
Marcela Moura;Hyundai;HB20;Cartão;Laranjeiras;2023-04-19 03:31:05;2023-04-19 15:31:05
Nicolas Martins;Volkswagen;Gol;Dinheiro;Madureira;2024-09-26 16:11:01;2024-09-26 20:11:01
Luciana Duarte;Fiat;Uno;Cartão;Glória;2024-05-17 07:01:21;2024-05-17 16:01:21
Paulo Fonseca;Jeep;Compass;App;Méier;2024-02-12 13:00:23;2024-02-12 23:00:23
César Ferraz;Nissan;Kicks;App;Lapa;2024-08-30 03:12:33;2024-08-30 08:12:33
Ricardo Pinto;Toyota;Yaris;Cartão;Leblon;2024-05-07 21:06:02;2024-05-08 06:06:02
Rebeca Miranda;Ford;Ka;Cartão;Méier;2023-10-12 23:37:16;2023-10-13 01:37:16
Clarice Medeiros;Ford;Fiesta;App;Gávea;2023-08-09 12:36:09;2023-08-09 13:36:09
Eduardo Lima;Hyundai;HB20;App;Vila Isabel;2024-08-05 15:31:29;2024-08-06 12:31:29
